,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
3157,Fri Jun 18 23:23:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,481.0,308.0,mutalabala,8945,9318,False,,,Canada
3158,Fri Jun 18 23:23:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,Hena201,195,187,False,,[],"east coast, USA"
3159,Fri Jun 18 23:23:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac, and dozens have been hospitalized, officials said, as concerns grow about the efficacy of some #Vaccines against more infectious variants. https://t.co/Io7EPbSLUN",0.25,0.25,en,50.0,33.0,anapaul57464044,77,183,,"[{'text': 'COVID19', 'indices': [49, 57]}, {'text': 'Indonesia', 'indices': [61, 71]}, {'text': 'Sinovac', 'indices': [102, 110]}, {'text': 'Vaccines', 'indices': [207, 216]}]",,"São Paulo, Brasil"
3160,Fri Jun 18 23:23:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Prime Minister #NaftaliBennett accomplished what #BenjaminNetanyahu never managed to do, transforming the #COVID19 vaccines into a positive public relations coup for Israel.

Analysis by @MaayanJaffe 

https://t.co/wmS9hAMteP",0.14242424242424245,0.3707070707070707,en,13.0,6.0,DKfins,59,236,,"[{'text': 'NaftaliBennett', 'indices': [15, 30]}, {'text': 'BenjaminNetanyahu', 'indices': [49, 67]}, {'text': 'COVID19', 'indices': [106, 114]}]",,
3161,Fri Jun 18 23:24:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,MunaAmina,1670,604,False,,[],
3162,Fri Jun 18 23:24:27 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the Covid19 virus of 99.97% the death by vaccines comparison is infinitely higher -try ~1 million times more likely to die by the Covid19 shot than the “actual” virus!! 😳😳😳😳😳😳😳😳😳😳😳 https://t.co/oocr6CtzQZ,0.2333333333333333,0.5533333333333333,en,5.0,6.0,waldron_pj,1757,3933,,[],,
3163,Fri Jun 18 23:24:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,482.0,309.0,CaptainTaroZ_01,411,578,False,,,
3164,Fri Jun 18 23:24:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","About 3,130,900 doses of #COVID19 vaccines have been administered to the public, with about 1,882,900 people receiving their first dose and around 1,248,000 getting their second dose #EarlyVaccinationForAll https://t.co/qJT810hmxz",0.08333333333333333,0.13333333333333333,en,4.0,3.0,DC_Pascoe,603,1041,,"[{'text': 'COVID19', 'indices': [25, 33]}, {'text': 'EarlyVaccinationForAll', 'indices': [183, 206]}]",,Hong Kong
3165,Fri Jun 18 23:24:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,TheRebelNovice,137,1551,,,,The Hills
3166,Fri Jun 18 23:25:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SA #COVID19 Vaccinations Stats: 18 June 2021

Surpassed 2M mark for vaccines administered
Another all-time high! Nearing 100k daily doses

Administered Today: 95 247
Total Administered: 2 069 346
Remaining: 1 641 134 https://t.co/xvAllreVJn",0.06666666666666668,0.43,en,15.0,9.0,goodman98890063,345,631,,"[{'text': 'COVID19', 'indices': [3, 11]}]",,
3167,Fri Jun 18 23:25:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The #COVID19 virus is moving faster than the global distribution of vaccines. To end the pandemic, our shared goal must be to vaccinate at least 70% of the world’s population by the time the @G7 meets again in 🇩🇪 next year. To do that, we need 11 billion doses. #VaccinEquity https://t.co/l6CIzi2ruu",-0.1,0.13333333333333333,en,662.0,328.0,camiabarca,656,1860,,"[{'text': 'COVID19', 'indices': [4, 12]}, {'text': 'VaccinEquity', 'indices': [262, 275]}]",,"Santiago, Chile"
3168,Fri Jun 18 23:25:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","President Biden made a clear &amp; powerful statement of investigation of #COVID19:
-G7 communique will change the world’s attitudes to CCP China
-CCP pretends to be helpful &amp; promote vaccines
-But the world won’t listen to China. People can see the results!
#UnrestrictedBioweapon",0.2375,0.6916666666666667,en,1152.0,820.0,Simon_Gin_Guo,34,101,,"[{'text': 'COVID19', 'indices': [74, 82]}, {'text': 'UnrestrictedBioweapon', 'indices': [263, 285]}]",,
3169,Fri Jun 18 23:25:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,484.0,310.0,Abbasynia,539,239,False,,,London
3170,Fri Jun 18 23:25:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,1.0,2.0,Daydreima,70,258,False,,,Australia
3171,Fri Jun 18 23:26:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But it needs more vaccines to share.  We’re hoping our low cost @TexasChildrens recombinant protein COVID19 vaccine with @biological_e will help fill some gaps https://t.co/DGvCaXmWfI,0.28,0.6199999999999999,en,73.0,24.0,rbsuesam,514,3663,,[],,"Grapevine, TX"
3172,Fri Jun 18 23:26:04 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,RussiaUN,60848,1432,,,"[{'screen_name': 'mfa_russia', 'name': 'MFA Russia 🇷🇺', 'id': 255471924, 'id_str': '255471924', 'indices': [247, 258]}]","New York, USA"
3173,Fri Jun 18 23:26:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Men, still have questions about getting vaccinated against #COVID19? Don’t let #WearBlueDay end without getting the facts about #COVID19 vaccines. Be #VaccineReady and find a vaccination provider near you: https://t.co/Tyvhtwecmp https://t.co/ghQ0VDdVa0",0.1,0.4,en,2.0,3.0,Derricklneal22,277,382,,"[{'text': 'Men', 'indices': [0, 4]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'WearBlueDay', 'indices': [80, 92]}, {'text': 'COVID19', 'indices': [129, 137]}, {'text': 'VaccineReady', 'indices': [151, 164]}]",,Round Rock Texas
3174,Fri Jun 18 23:26:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Michigan opens 100% indoor/outdoors and drops masks June 22nd. @fordnation looks like a inept coward. Open Ontario 100% now.,0.0,0.5,en,17.0,9.0,shibby3235,806,2983,,[],,"St. Catharines, Ontario"
3175,Fri Jun 18 23:26:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,98.0,58.0,drrafael_md,1667,1540,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"Puerto Rico, USA"
3176,Fri Jun 18 23:26:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,PatriciaTreble,3789,693,,,"[{'screen_name': 'TheEconomist', 'name': 'The Economist', 'id': 5988062, 'id_str': '5988062', 'indices': [59, 72]}]",Toronto
3177,Fri Jun 18 23:26:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,57.0,43.0,goodman98890063,345,631,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",,
3178,Fri Jun 18 23:27:01 +0000 2021,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,0.0,0.0,en,,,KeniryBird,1592,736,False,,[],"Washington, DC"
3179,Fri Jun 18 23:27:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
3181,Fri Jun 18 23:27:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,486.0,311.0,PointsNorthe,1814,2313,False,,,
3182,Fri Jun 18 23:27:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,59.0,44.0,StillKmp,892,1570,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",,Namibia
3183,Fri Jun 18 23:27:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,blacktown_a,18,818,,,"[{'screen_name': 'kishor_nr', 'name': 'Kishor', 'id': 1588536277, 'id_str': '1588536277', 'indices': [0, 10]}]",Sydney
3184,Fri Jun 18 23:28:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,Hena201,195,187,False,,"[{'screen_name': 'DemMaj4Israel', 'name': 'Democratic Majority for Israel', 'id': 1021208979513454597, 'id_str': '1021208979513454597', 'indices': [0, 14]}]","east coast, USA"
3185,Fri Jun 18 23:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac, and dozens have been hospitalized, officials said, as concerns grow about the efficacy of some #Vaccines against more infectious variants. https://t.co/Io7EPbSLUN",0.25,0.25,en,51.0,34.0,Lxyjo_II,83,209,,"[{'text': 'COVID19', 'indices': [49, 57]}, {'text': 'Indonesia', 'indices': [61, 71]}, {'text': 'Sinovac', 'indices': [102, 110]}, {'text': 'Vaccines', 'indices': [207, 216]}]",,Land of hornbills
3186,Fri Jun 18 23:28:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed, the PA health minister says.

https://t.co/SLikyMpZd7",0.0,0.0,en,9.0,12.0,Asma_Jama11,823,915,,"[{'text': 'COVID19', 'indices': [72, 80]}, {'text': 'Israel', 'indices': [95, 102]}]",,"Minneapolis, MN"
3187,Fri Jun 18 23:28:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,900.0,292.0,4evrmomof4,4610,5086,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,Universe of Interactive Media 
3188,Fri Jun 18 23:28:40 +0000 2021,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",,0.0,0.0,en,486.0,312.0,seventoes,389,565,False,,,Unceded Ohlone Land
3189,Fri Jun 18 23:28:46 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,jmwanyiker,471,349,,,"[{'screen_name': 'idriselba', 'name': 'Idris Elba', 'id': 92717138, 'id_str': '92717138', 'indices': [3, 13]}]","kampala, Uganda"
3190,Fri Jun 18 23:28:51 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,109.0,97.0,stephenpalmer,14311,13367,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,London
3191,Fri Jun 18 23:28:55 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,110.0,98.0,runsintheriver1,88,362,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,
